Source Region ID,Capture Time,Position in Source Image X,Position in Source Image Y,Size in Source Image X,Size in Source Image Y,Identified as a worm by human,Identified as a worm by machine,Identified as an incorrectly thresholded worm,Identified as an incorrectly disambiguated multiple worm group,Identified as a small larvae,pixel_area,bitmap_width,bitmap_height,bitmap_diagonal,spine_length,distance_between_ends,width_average,width_max,width_min,width_variance,width_at_center,width_at_end_0,width_at_end_1,spine_length_to_area,spine_length_to_bitmap_width_ratio,spine_length_to_bitmap_height_ratio,spine_length_to_bitmap_diagonal_ratio,spine_length_to_max_width_ratio,spine_length_to_average_width,end_width_to_middle_width_ratio_0,end_width_to_middle_width_ratio_1,end_width_ratio,curvature_average,curvature_maximum,curvature_total,curvature_variance,curvature_x_intercepts,intensity_rel_average,intensity_rel_variance,intensity_rel_skew,intensity_rel_maximum,intensity_rel_spine_average,intensity_rel_spine_variance,intensity_rel_roughness_entropy,intensity_rel_roughness_spatial_var,intensity_rel_dark_avg,intensity_rel_dark_area,intensity_rel_neighborhood,intensity_rel_dist_from_neighborhood,intensity_rel_containing_image_average,intensity_rel_normalized_average,intensity_rel_normalized_max,intensity_rel_normalized_spine_average,intensity_abs_average,intensity_abs_variance,intensity_abs_skew,intensity_abs_maximum,intensity_abs_spine_average,intensity_abs_spine_variance,intensity_abs_roughness_entropy,intensity_abs_roughness_spatial_var,intensity_abs_dark_avg,intensity_abs_dark_area,intensity_abs_neighborhood,intensity_abs_dist_from_neighborhood,intensity_abs_containing_image_average,intensity_abs_normalized_average,intensity_abs_normalized_max,intensity_abs_normalized_spine_average,edge_area,edge_object_area_ratio,intensity_profile_edge,intensity_profile_center,intensity_profile_max,intensity_profile_variance,Experiment Name,Plate Name,Device,Strain,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature,Food Source,Environmental Conditions,time spent included,time_spent_excluded,average_time,excluded by visual inspection,overlap with path match,Age (days),Stationary Worm ID,Movement State
53869,1423903330,3460,1915,108,61,0,0,0,0,0,1841,108,61,124.036,91.7823,86.3863,15.4707,17.027,11.3239,2.22218,18.314,11.3141,17.5336,0.0498546,0.849836,1.50463,0.739963,5.3904,5.93265,0.617785,0.957389,0.645281,0.342856,0.901752,32.9142,1.80307,3,43,394.375,0.336874,164.889,57.7241,-121.509,4.25302,9.5533,17.9647,0,2.9459,40.0541,0,0,-164.889,0,128,485.269,0.0146432,85.8056,57.7241,-2680.51,4.41649,-10.1808,158.508,0,182.763,-54.7626,0,0,85.8056,0,244,0.132537,6.47094,23,52.5815,331.708,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2090,1927,57,133,0,0,0,0,0,2094,57,133,144.7,114.555,106.083,15.5363,16.4979,13.8668,0.728905,17.9558,14.1716,14.4411,0.0547064,2.00974,0.861317,0.791675,6.94362,7.37339,0.789249,0.804258,0.981338,0.266096,0.709221,30.8672,0.978366,3,44,336.833,0.361204,180.683,70.125,-110.924,4.21041,9.28002,20.7751,0,0.873692,43.1263,0,0,-180.683,0,150,400.525,-0.229289,106.098,70.125,-3023.99,4.30473,-9.51665,176.134,0,199.488,-49.4882,0,0,106.098,0,277,0.132283,5.90186,80.4167,80.4167,555.046,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3412,1966,38,129,0,0,0,0,0,1853,38,129,134.48,103.387,95.1499,14.6107,19.5022,12.9023,3.12549,16.299,13.3791,13.2108,0.0557945,2.72072,0.801451,0.76879,5.30131,7.07613,0.820855,0.810529,1.01274,0.203181,0.401452,22.7562,0.524207,5,34,185.781,0.350453,169.541,49.5,-54.8182,3.90998,7.70187,16.8568,0,2.97634,31.0237,0,0,-169.541,0,141,221.261,0.00391743,113.541,49.5,-5562.05,4.0198,-7.95855,161.414,0,182.431,-41.431,0,0,113.541,0,266,0.143551,7.32958,53.5,53.5,199.007,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3838,1968,69,95,0,0,0,0,0,1794,69,95,117.414,104.263,85.3785,14.5104,19.312,12.3039,2.79434,14.5434,12.2317,15.001,0.0581175,1.51106,1.0975,0.887995,5.39886,7.18539,0.84105,1.03147,0.815392,0.349352,0.835436,37.0314,1.59411,4,40,362.046,0.813588,163.229,62.9063,-221.399,4.20197,10.1256,17.7542,0,2.02952,37.9705,0,0,-163.229,0,134,357.355,-0.384906,86.4286,62.9063,-2980.73,4.25428,-10.4566,158.503,0,181.795,-47.7946,0,0,86.4286,0,264,0.147157,6.97857,43,46.7447,188.706,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3978,1970,79,81,0,0,0,0,0,1791,79,81,113.146,105.27,78.593,14.757,16.2019,12.0127,2.23208,16.5299,14.8546,14.5816,0.0587771,1.33253,1.29963,0.930389,6.49737,7.13355,0.898649,0.882134,1.01872,0.318142,0.73407,35.6319,0.571646,2,37,211.93,0.069914,156,44.85,-118.465,3.99445,8.96265,17.0028,0,2.32119,34.6788,0,0,-156,0,127,272.034,0.139292,94.4857,44.85,-4369.46,4.15273,-9.09859,150.735,0,174.693,-47.6931,0,0,94.4857,0,261,0.145729,7.69099,55.4,55.4,235.415,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2900,1992,43,102,0,0,0,0,0,1326,43,102,110.693,82.295,80.5501,14.4174,15.6555,11.5098,1.56374,17.2365,11.5012,10.5961,0.0620626,1.91384,0.806813,0.74345,5.25662,5.70803,0.667258,0.614747,1.08542,0.258768,0.57752,22.254,0.907563,5,25,67.7979,0.26215,161.308,35.1,-14.5772,3.44409,5.78092,14.2566,0,1.73422,23.2658,0,0,-161.308,0,145,86.3982,0.0804373,126.846,35.1,-10009.7,3.59747,-6.12854,157.819,0,182.832,-37.832,0,0,126.846,0,215,0.162142,5.08815,22.3333,31.3676,82.5055,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4284,2065,76,107,0,0,0,0,0,1555,76,107,131.244,111.922,105.217,11.9418,16.4765,8.51311,5.49691,16.788,11.3191,15.5662,0.0719756,1.47266,1.046,0.852778,6.79283,9.37229,0.674238,0.927223,0.727159,0.265206,0.657583,31.0291,0.952983,4,27,98.8862,0.653654,155.226,19.45,-263.059,3.5954,7.66054,15.3408,0,1.78777,25.2122,0,0,-155.226,0,124,178.176,0.373391,96.9677,19.45,-9330.14,3.954,-7.9034,144.466,0,165.307,-41.3068,0,0,96.9677,0,261,0.167846,4.94126,25.5652,27.9508,127.61,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,489600,0,567929,no,204,0.654282,30,Fast
53869,1423903330,2747,2093,49,123,0,0,0,0,0,1794,49,123,132.401,105.189,100.82,14.2053,16.923,11.9559,2.06857,14.6243,11.2857,15.0013,0.0586335,2.1467,0.855191,0.79447,6.21571,7.40488,0.771707,1.02578,0.752315,0.217213,0.661408,24.1107,0.755207,4,36,204.56,0.68377,167.429,46.6563,-160.949,3.96261,8.69071,18.5587,0,2.01285,33.9871,0,0,-167.429,0,139,325.668,-0.424016,94.0286,46.6563,-5381.58,4.21824,-8.95599,162.355,0,184.419,-45.4189,0,0,94.0286,0,265,0.147715,7.36872,33.1667,44.3553,191.8,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2326,2097,66,121,0,0,0,0,0,1656,66,121,137.83,116.873,107.902,12.8597,15.5548,9.90169,2.94582,15.4177,9.15491,13.5835,0.0705758,1.77081,0.965897,0.847956,7.51366,9.08835,0.593793,0.881033,0.673973,0.279711,0.759271,34.4044,1.0752,4,30,196.188,0.979112,149.909,41.1818,-183.559,3.82591,7.35696,15.3535,0,2.85036,27.1496,0,0,-149.909,0,128,193.635,-0.608958,92.4242,41.1818,-5330.75,3.92391,-8.24529,144.807,0,175.352,-47.3522,0,0,92.4242,0,265,0.160024,5.1098,18.6667,29.3902,131.362,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2405,2125,97,52,0,0,0,0,0,1735,97,52,110.059,96.3238,76.6721,16.0019,17.1989,11.4495,3.5229,18.2203,11.4454,12.9353,0.055518,0.993028,1.85238,0.875201,5.60058,6.01952,0.628168,0.709939,0.884819,0.306527,0.645618,30.3462,0.875366,3,49,529.097,0.175213,153.559,73.9,-223.241,4.38609,12.5602,18.7522,0,2.44511,46.5549,0,0,-153.559,0,115,557.154,-0.0936743,73.3824,73.9,-638.728,4.41242,-12.9689,145.715,0,173.142,-58.1421,0,0,73.3824,0,250,0.144092,9.43842,55,63.0303,299.001,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3742,2097,57,130,0,0,0,0,0,2172,57,130,141.947,128.507,101.922,15.142,22.3647,11.3366,8.5987,20.9018,12.3485,11.3962,0.0591651,2.2545,0.988513,0.905313,5.74596,8.48677,0.590788,0.545227,1.08356,0.382145,1.18098,52.3538,2.42137,7,36,331.427,0.883068,169.488,55.0303,-179.769,4.157,7.82373,15.7212,0,2.25258,33.7474,0,0,-169.488,0,138,445.07,-0.49864,88.186,55.0303,-4372.41,4.33218,-8.12196,163.491,0,184.158,-46.1581,0,0,88.186,0,312,0.143646,6.71927,56,56,264.305,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2133,2222,99,51,0,0,0,0,0,1661,99,51,111.364,93.9506,79.8199,15.1741,17.6128,13.2733,2.05901,18.6017,12.5228,14.373,0.0565626,0.948996,1.84217,0.843633,5.33422,6.19151,0.673206,0.77267,0.871273,0.368899,0.86055,35.7832,1.8279,3,57,755.052,0.310809,179.273,71.3438,-490.131,4.48969,12.9649,23.2108,0,1.4883,55.5117,0,0,-179.273,0,132,818.745,-0.0437828,82.0606,71.3438,-1528.12,4.56037,-13.0466,169.937,0,192.007,-60.0069,0,0,82.0606,0,236,0.142083,7.12894,87.7059,87.7059,738.652,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3014,2225,91,86,0,0,0,0,0,1993,91,86,125.208,101.791,90.9979,16.4026,21.915,14.554,3.78757,19.961,16.2127,13.2712,0.0510742,1.11858,1.18361,0.812975,4.6448,6.20577,0.812219,0.664857,1.22165,0.327535,0.897524,35.0462,1.52193,3,44,481.667,0.516906,166.282,70.3333,-236.664,4.29589,9.42819,18.2588,0,2.15382,41.8462,0,0,-166.282,0,126,636.909,-0.172375,80.4872,70.3333,-1195.54,4.47502,-9.97138,159,0,185.753,-59.7528,0,0,80.4872,0,267,0.133969,6.40949,51,56.5714,361.652,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2850,2259,92,100,0,0,0,0,0,1995,92,100,135.882,112.463,106.117,16.2124,19.7912,14.6344,1.64064,20.1457,14.2771,14.9619,0.0563727,1.22243,1.12463,0.827653,5.6825,6.93688,0.708694,0.742686,0.95423,0.273932,0.629187,33.1457,0.870702,3,46,418.97,0.29271,171.769,61.6207,-81.4751,4.31114,10.4201,19.6541,0,2.06018,43.9398,0,0,-171.769,0,129,538.995,0.163738,88.7949,61.6207,-2288.38,4.45482,-11,162.306,0,187.499,-58.4991,0,0,88.7949,0,259,0.129825,6.75321,75.4,75.4,469.283,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,2264,2292,97,95,0,0,0,0,0,2032,97,95,135.772,125.791,97.8784,14.5026,18.0048,12.6962,1.63468,15.8263,13.4646,14.8384,0.061905,1.29681,1.32411,0.926487,6.98652,8.67368,0.850776,0.937581,0.907416,0.279134,0.581048,36.0083,0.579358,3,39,386.124,0.689961,169.375,51.2647,-197.064,4.21511,10.234,16.3498,0,2.35585,36.6441,0,0,-169.375,0,123,447.052,0.224865,79.125,51.2647,-3001.47,4.40869,-10.691,153.236,0,175.504,-52.5042,0,0,79.125,0,297,0.146161,6.80797,22,38.6598,222.604,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,3494,2327,77,81,0,0,0,0,0,1393,77,81,111.759,85.0704,82.8005,14.829,16.5997,11.3143,2.999,17.766,12.1383,11.3139,0.06107,1.10481,1.05025,0.761198,5.12482,5.73676,0.683233,0.63683,1.07287,0.203011,0.641569,18.677,0.675083,5,44,436.017,0.712173,170.259,76.75,-491.771,4.29756,11.3695,19.9388,0,1.75095,42.2491,0,0,-170.259,0,137,500.598,-0.351707,86.8148,76.75,-2037.93,4.41152,-11.8167,165.317,0,189.584,-52.5843,0,0,86.8148,0,194,0.139268,6.65538,40.75,58.8204,310.32,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4231,2331,88,76,0,0,0,0,0,1507,88,76,116.276,95.9414,87.6866,13.0794,19.1169,11.3664,3.93855,15.0147,10.9387,14.9759,0.0636638,1.09024,1.26239,0.825121,5.01867,7.33531,0.728534,0.997418,0.73042,0.437976,0.900358,44.6736,2.42655,3,32,159.061,0.59342,160.967,45.6316,-79.0324,3.85658,8.24555,16.7708,0,1.95485,30.0452,0,0,-160.967,0,136,217.614,-0.112811,104.633,45.6316,-5767.07,4.00585,-8.58149,155.718,0,178.163,-42.1625,0,0,104.633,0,235,0.155939,5.66596,57.6667,57.6667,213.168,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4746,2450,52,111,0,0,0,0,0,1666,52,111,122.577,105.935,96.4211,15.1172,16.6732,12.5504,1.51404,17.9865,13.4094,11.5043,0.0635863,2.03721,0.954368,0.864234,6.3536,7.00757,0.745524,0.639606,1.1656,0.292159,0.65087,30.9689,1.1081,2,47,561.9,0.549306,184.273,74.72,-230.992,4.37407,10.7166,19.2853,0,2.57499,44.425,0,0,-184.273,0,146,630.992,-0.432893,92.9697,74.72,-2231.33,4.47967,-10.9103,176.799,0,197.083,-51.0834,0,0,92.9697,0,246,0.147659,7.85128,34.6667,62.8744,389.506,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4188,2452,111,68,0,0,0,0,0,2060,111,68,130.173,112.529,91.9035,15.3759,20.5255,13.98,4.12947,16.4562,18.037,14.9226,0.0546257,1.01377,1.65484,0.864457,5.4824,7.31853,1.09606,0.906809,1.2087,0.388593,1.07449,47.7969,2.06394,3,47,445.724,0.396975,167.244,64.1429,-124.528,4.3396,9.95003,20.4345,0,1.80316,45.1968,0,0,-167.244,0,124,521.656,0.0917321,83.6098,64.1429,-1517.34,4.43159,-10.2295,156.653,0,179.102,-55.102,0,0,83.6098,0,271,0.131553,6.73114,78,78,585.48,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4385,2457,89,57,0,0,0,0,0,1195,89,57,105.688,79.3599,75.5036,11.8247,13.0864,9.80879,0.995673,14.6902,10.9074,12.6005,0.06641,0.891684,1.39228,0.750887,6.0643,6.71137,0.742494,0.857747,0.865632,0.267243,0.622282,22.4484,0.97834,4,28,111.422,0.469708,158.304,44.3333,-149.855,3.69141,8.33031,14.5732,0,1.89153,26.1085,0,0,-158.304,0,137,157.705,0.0420515,112.217,44.3333,-7040.89,3.86198,-8.62069,154.623,0,170.698,-33.6979,0,0,112.217,0,201,0.168201,6.98715,6.5,26.3345,198.74,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,496800,0,567929,no,6667,0.654282,21,Fast
53869,1423903330,3495,2481,111,69,0,0,0,0,0,1936,111,69,130.698,116.277,103.102,16.1004,19.5834,12.5894,5.2183,17.9205,14.8908,13.898,0.0600604,1.04754,1.68517,0.88966,5.93752,7.22199,0.830936,0.775535,1.07143,0.324944,0.933843,39.3182,1.72844,3,53,678.701,0.366265,177.895,94.5,-673.92,4.42014,10.4378,21.0801,0,1.18044,51.8196,0,0,-177.895,0,137,740.394,-0.217464,88.7632,94.5,-720.332,4.49512,-10.5622,171.868,0,196.467,-59.4666,0,0,88.7632,0,270,0.139463,5.08481,77,80.2973,740.403,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4766,2552,54,128,0,0,0,0,0,1993,54,128,138.924,113.592,104.571,15.362,16.6192,14.1433,0.454339,16.4884,16.1953,14.8682,0.0569955,2.10356,0.887438,0.817653,6.83499,7.39435,0.982224,0.901737,1.08926,0.280727,0.604564,35.3717,1.05322,4,43,353.868,0.273011,180.59,67.2353,-82.5188,4.20454,8.48006,19.2286,0,2.05036,40.9496,0,0,-180.59,0,150,373.058,-0.0545854,112.026,67.2353,-3435.17,4.27239,-8.84837,175.995,0,197.717,-47.7171,0,0,112.026,0,264,0.132464,4.7494,71.375,71.375,472.817,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,0,0,567929,no,0,0.654282,0,Fast
53869,1423903330,4349,2588,124,41,0,0,0,0,0,1845,124,41,130.602,96.6369,93.5275,15.2539,17.0835,11.9072,1.91975,17.207,11.7003,16.5193,0.0523777,0.77933,2.357,0.739932,5.65674,6.33523,0.679974,0.960035,0.708281,0.227698,0.614807,22.5421,0.657695,2,40,329.189,0.436494,150.889,57.6087,-105.901,4.16972,9.16475,17.2358,0,1.75009,38.2499,0,0,-150.889,0,122,328.188,-0.179531,82.9167,57.6087,-2117.24,4.21604,-9.5775,146.374,0,175.668,-53.668,0,0,82.9167,0,256,0.138753,6.0162,50,52.1056,250.588,2015_02_13_four_temp_scaling,moose_a::1,moose,,27,,,,27,,,496800,0,567929,no,1120,0.654282,21,Fast
